kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan
GR074,"Ikan telan, segar",95,15.8,0.7,6.5,0,503,354,0.2,58,294,1.6,1.2,0,0.18,0.02,1.9,0,Tunggal,Ikan dsb
GR075,"Ikan tembang, segar",204,16,15,0,0,20,200,2,341,291,0.4,2.6,30,0.05,0,5.6,0,Tunggal,Ikan dsb
GR076,"Ikan tempahas, segar",101,15.1,4.1,1,0,32,163,0,50,320,0.7,0.6,0,0.02,0.05,1.5,0,Tunggal,Ikan dsb
GR077,"Ikan terbang, segar",98,19.6,1.7,1,0,90,190,0.6,90,320,0.1,0.5,39,0,0.1,0.1,0,Tunggal,Ikan dsb
GR078,"Ikan teri, segar",74,10.3,1.4,4.1,0,972,253,3.9,554,126.1,305.2,0.2,13,0.24,0.1,1.9,0,Tunggal,Ikan dsb
GR079,"Ikan titang, segar",82,17.4,0.4,2.3,0,145,130,1.8,110,275,0.1,0.8,581,0.64,0.03,1.5,0,Tunggal,Ikan dsb
GR080,"Ikan tongkol, segar",100,13.7,1.5,8,0,92,606,1.7,202,227,0.2,1.6,181,0.35,0.03,6.6,0,Tunggal,Ikan dsb
GR081,"Ikan turi, segar",96,19.2,2,0.2,0,340,340,0.8,370,300,0.1,2,26,0,0,0,0,Tunggal,Ikan dsb
GR082,"Udang, besar, segar",56,11.4,0.6,1.2,0,30,20,0.3,190,210,0.4,0.8,0,0.14,0,0.1,0,Tunggal,Ikan dsb
GR083,"Udang galah, segar",81,16.5,0.3,3,0,87,167,0.7,95,132,0.7,1.2,0,0.24,0.03,2.9,0,Tunggal,Ikan dsb
GR084,"Udang, segar",91,21,0.2,0.1,0,136,170,8,178,222.4,0.3,1.3,18,0.01,0.4,3.7,0,Tunggal,Ikan dsb
HP001,"Telur ayam, dadar, masakan",251,16.3,19.4,1.4,0,62,250,2.5,0,0,0,0,36,0.21,0,0,0,Olahan,Telur
HP002,"Telur bebek, asin, mentah",179,13.6,13.3,4.4,0,120,157,1.8,483,140.1,0,0,253,0.28,0.98,0.6,0,Olahan,Telur
HP003,"Telur bebek, dadar, masakan",301,20,23.7,0,0,71,600,9.2,0,0,0,0,122,0.35,0,0,0,Olahan,Telur
HP004,"Ikan, telur, asin, mentah",358,20.7,26.4,9.4,0,48,311,15.1,2684,59,0.4,3,1866,0.21,0.54,2.1,0,Olahan,Telur
HP005,"Bayau mi balu, masakan",313,6,12.2,44.8,0,0,0,0,0,0,0,0,783,0.14,0.27,9.7,0,Olahan,Telur
HP006,"Cucuru bayau, masakan",349,6.8,18.7,38.3,0,0,0,0,0,0,0,0,0,0.06,0.25,0,0,Olahan,Telur
HP007,"Kalio telur, masakan",193,10.6,12.4,9.7,0,148,246,3.8,540,0,0,0,160,0.44,0,0,0,Olahan,Telur
HR001,"Telur ayam kampung, segar",174,10.8,14,1.2,0,68,268,4.9,190,141,0.6,1.5,203,0.78,0.62,0.2,0,Tunggal,Telur
HR002,"Telur ayam ras, segar",154,12.4,10.8,0.7,0,86,258,3,142,118.5,0.16,1,61,0.12,0.38,0.2,0,Tunggal,Telur
HR003,"Telur ayam ras, bagian kuning, segar",355,16.3,31.9,0.7,0,147,586,7.2,111,107.5,0.2,2.5,606,0.27,0.51,0.2,0,Tunggal,Telur
HR004,"Telur ayam ras, bagian putih, segar",50,10.8,0,0.8,0,6,17,0.2,164,138.5,0.03,0.4,0,0,0.26,0.4,0,Tunggal,Telur
HR005,"Telur bebek alabio, segar",187,11.8,14.2,3,0,60,268,6,115,80,0.6,1.7,180,1.55,0.37,0.1,0,Tunggal,Telur
HR006,"Telur bebek, bagian kuning, segar",386,17,35,0.8,0,150,400,7,106,90.7,0.09,2.5,870,0.6,0.68,1.4,0,Tunggal,Telur
HR007,"Telur bebek, bagian putih, segar",54,11,0,0.8,0,21,20,0.1,184,150.2,0.13,0.1,0,0.01,0.02,0.1,0,Tunggal,Telur
HR008,"Telur bebek tambak, segar",187,10.9,12.4,7.9,0,64,295,5.4,209,146,0.4,1.8,378,1.62,0.03,0.1,0,Tunggal,Telur
HR009,"Telur burung maleo, segar",436,26.5,36.3,0.4,0,154,120,4.3,77,333,0.4,2.9,3987,0,1,0.2,0,Tunggal,Telur
HR010,"Telur penyu, segar",136,8.6,10.1,2.7,0,66,282,3.4,478,115,0.5,1.4,82,0.21,0.02,0,0,Tunggal,Telur
HR011,"Telur burung puyuh, segar",116,10.7,7,1.6,0,65,191,3.5,111,11,0.05,1.2,95,0.13,0.65,0.1,0,Tunggal,Telur
JP001,Es krim,210,4,12.5,20.6,0,123,99,0.1,78,193.4,0,0.7,158,0.04,0.23,0.1,1,Olahan,Susu
JP002,Hangop,65,10,1,3.5,0,180,190,0.2,126,374.4,0,0,0,0.03,0.43,0.2,0,Olahan,Susu
JP003,Keju,326,22.8,20.3,13.1,0,777,338,1.5,141,82.7,0.03,3.1,227,0.01,0.37,0.1,1,Olahan,Susu
JP004,Kwark (Quark),242,19,17,3,0,300,350,0.5,37,72.7,0.01,0.2,173,0.03,0.38,0,0,Olahan,Susu
JP005,"Susu asam untuk bayi, bubuk",418,19,9,65.5,0,800,600,7,188,486.5,0,0,303,1,1.31,0.7,30,Olahan,Susu
JP006,Susu bubuk,513,24.6,30,36.2,0,904,694,0.6,380,1330,0.02,4.1,476,0.29,1.39,1.6,6,Olahan,Susu
JP007,Susu kental manis,343,8.2,10,55,0,275,209,0.2,150,320,0.02,1,155,0.05,0.43,0.4,1,Olahan,Susu
JP008,Susu kental tak manis,138,7,7.9,9.9,0,243,195,0.2,140,303,0,0,121,0.05,0,0,1,Olahan,Susu
JP009,"Susu skim, bubuk",359,35.6,1,52,0,13,103,0.6,470,1745,0.04,4.1,0,0.35,1.05,1.2,7,Olahan,Susu
JP010,"Susu skim, segar",36,3.5,0.1,5.1,0,123,97,0.1,38,0,0,0,0,0.04,0,0,1,Olahan,Susu
JP011,"Yoghurt, segar",52,3.3,2.5,4,0,120,90,0.1,40,299,0.01,0.6,22,0.04,0.1,0.2,0,Olahan,Susu
JR001,"Kepala susu - krim, segar",204,2.6,20,4,0,97,77,0.1,0,0,0,0,252,0.03,0.2,0.1,1,Tunggal,Susu
JR003,"Susu kambing, segar",64,4.3,2.3,6.6,0,98,78,2.7,35,160,0.33,0.1,38,0.06,0.45,0.3,1,Tunggal,Susu
JR004,"Susu kerbau, segar",160,6.3,12,7.1,0,216,101,0.2,82,0,0,0.3,24,0.04,0.07,0,1,Tunggal,Susu
JR005,"Susu kuda, segar",40,2,1.1,5.4,0,0,0,0,0,37.4,0,0,0,0,0.2,0.2,0,Tunggal,Susu
JR006,"Susu sapi, segar",61,3.2,3.5,4.3,0,143,60,1.7,36,149,0.02,0.3,39,0.03,0.18,0.2,1,Tunggal,Susu
KP001,Margarin,720,0.6,81,0.4,0,20,16,0,760,25.9,0,0,606,0,0,0,0,Olahan,Lemak
KP002,Mentega,742,0.5,81.6,1.4,0,15,16,1.1,653,103,0,0.4,1,0,0.1,0,0,Olahan,Lemak
KP003,Santan (dengan air),122,2,10,7.6,1.4,25,30,0.1,9,162.5,0.16,0.4,0,0.02,0,0.5,2,Olahan,Lemak
KP004,Santan murni,324,4.2,34.3,5.6,0,14,45,1.9,18,514.1,0.37,0.9,0,0.02,0,0.5,2,Olahan,Lemak
KR001,"Kelapa setengah tua, daging, segar",180,4,15,10,2.4,8,55,1.3,4,317.8,0.29,2.9,0,0.05,0.01,0.1,4,Tunggal,Lemak
KR002,"Kelapa tua, daging, segar",359,3.4,34.7,14,4.7,21,98,2,3,293.9,0.44,1.1,0,0.1,0,0,2,Tunggal,Lemak
KR003,Lemak babi (lard),902,0,100,0,0,0,0,0,0,0,9,0.1,0,0,0,0,0,Tunggal,Lemak
KR004,Lemak babi (bacon),626,9.1,65,1.1,0,13,108,0.8,0,0,0,0.9,0,0.38,0,0,0,Tunggal,Lemak
KR005,Lemak ikan,372,12,29.4,14.4,0,20,230,32.7,60,52,0.4,1.1,0,0.49,0.13,0,0,Tunggal,Lemak
KR006,Lemak kerbau (lemak sapi),818,1.5,90,0,0,0,0,0,29,25.8,0,0,0,0,0,0.7,0,Tunggal,Lemak
KR007,"Minyak hiu, hati",902,0,100,0,0,0,0,0,0,0,0,0,21212,0,0,0,0,Tunggal,Lemak
KR008,Minyak ikan,902,0,100,0,0,0,0,0,0,0,0,0,24242,0,0,0,0,Tunggal,Lemak
KR009,Minyak kacang tanah,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunggal,Lemak
